Cast Vote Record,Rep. to Congress 1st Choice District 2,Rep. to Congress 2nd Choice District 2,Rep. to Congress 3rd Choice District 2,Rep. to Congress 4th Choice District 2
3132,"Bond, Tiffany L.",undervote,undervote,undervote
3134,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
3135,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3136,"Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.","REP Poliquin, Bruce"
3138,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3140,"Bond, Tiffany L.","Bond, Tiffany L.","Bond, Tiffany L.","Bond, Tiffany L."
3146,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
3147,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
3149,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3150,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.",undervote
3151,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3152,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.",undervote
3153,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
3154,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
3155,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
3156,"REP Poliquin, Bruce (5931)",undervote,"Hoar, William R.S.","Bond, Tiffany L."
3161,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote
3166,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
3171,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
3175,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
3180,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3181,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
3183,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3185,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce",undervote,undervote
3188,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3189,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S."
3191,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F."
3194,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
3195,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3198,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3199,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3203,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3204,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3205,"Hoar, William R.S.","DEM Golden, Jared F.","Bond, Tiffany L.",undervote
3206,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
3207,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3209,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3210,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
3213,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
3214,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
3216,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3217,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
3218,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
3220,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3221,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.",undervote
3222,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3224,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3227,"Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce","DEM Golden, Jared F."
3228,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
3230,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3231,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3232,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3235,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3236,"Hoar, William R.S.","Hoar, William R.S.","Hoar, William R.S.","Bond, Tiffany L."
3238,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3239,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3240,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3241,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
3243,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3245,"Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote
3247,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3248,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3250,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3251,"Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
3253,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote
3255,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3259,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
3260,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3262,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
3263,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3265,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F."
3266,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3267,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3269,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
3270,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
3274,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3278,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
3280,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
3281,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F."
3286,"Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.","REP Poliquin, Bruce"
3288,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
3291,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3294,"DEM Golden, Jared F. (5471)",undervote,"Bond, Tiffany L.","Hoar, William R.S."
3297,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3298,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3299,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3302,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
3304,"Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce","DEM Golden, Jared F."
3305,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
3315,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L."
3317,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
3319,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3323,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3325,"Bond, Tiffany L.",undervote,undervote,undervote
3331,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
3335,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3336,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3337,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3339,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S."
3340,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3341,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3342,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.",undervote,undervote
3345,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3346,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3347,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3348,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.",undervote
3350,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S."
3351,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3353,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.",undervote
3354,undervote,undervote,undervote,undervote
3355,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3358,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3359,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3360,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3362,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3363,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3366,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3369,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
3370,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3377,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
3382,"Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
3383,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
3388,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3389,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3393,"Bond, Tiffany L.",undervote,undervote,undervote
3395,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
3396,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3397,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3398,"Bond, Tiffany L.",undervote,undervote,undervote
3399,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3400,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3402,"Hoar, William R.S.",undervote,undervote,undervote
3405,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
3406,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
3407,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3408,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3411,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3413,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
3415,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3416,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
3417,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3418,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3419,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3422,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3424,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3427,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3434,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
3435,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce",undervote,undervote
3436,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3437,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3439,undervote,undervote,undervote,undervote
3441,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3442,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
3443,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3444,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
3445,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3446,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3447,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3448,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote
3449,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3454,undervote,undervote,undervote,undervote
3455,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3458,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3460,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3462,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3464,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
3465,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3466,"Bond, Tiffany L.",undervote,undervote,undervote
3467,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3468,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L."
3469,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3471,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3474,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3477,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3481,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3482,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3486,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","REP Poliquin, Bruce","Hoar, William R.S."
3490,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3491,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3493,undervote,undervote,undervote,undervote
3495,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F."
3496,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3497,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.",undervote,undervote
3499,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3500,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3504,"Bond, Tiffany L.","REP Poliquin, Bruce","DEM Golden, Jared F.","Hoar, William R.S."
3505,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3506,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
3509,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3511,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
3512,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
3513,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3515,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3517,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3519,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3520,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3524,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3525,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3527,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3529,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3530,"Hoar, William R.S.","DEM Golden, Jared F.",undervote,undervote
3531,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3532,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3534,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3535,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3537,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3538,undervote,undervote,undervote,undervote
3540,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3541,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3542,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3544,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.",undervote
3546,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
3547,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3550,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3557,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3561,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3562,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3565,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3566,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3568,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3569,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3571,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3572,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3574,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
3577,"Hoar, William R.S.",undervote,undervote,undervote
3579,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3580,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
3581,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3582,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3583,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3584,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3586,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
3589,undervote,undervote,undervote,undervote
3590,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3593,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3595,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3596,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S."
3597,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3600,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Hoar, William R.S.",undervote
3601,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3602,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3607,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3608,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S."
3609,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3610,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3614,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3616,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
3617,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
3618,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3623,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3628,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3629,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3633,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3634,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3635,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3636,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.",undervote,undervote
3637,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3638,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.","REP Poliquin, Bruce"
3640,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3643,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3646,undervote,undervote,undervote,undervote
3650,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3652,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
3653,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
3655,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
3656,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
